id,date,branch,staff,amount
1740,2020/4/5,大阪,兵藤,277200
1741,2020/4/9,大阪,加藤,357480
1742,2020/4/1,大阪,木藤,135360
1743,2020/4/6,大阪,木藤,428885
1744,2020/4/6,大阪,武藤,229600
1745,2020/4/2,大阪,武藤,6960
1746,2020/4/9,神戸,斎藤,489544
1747,2020/4/8,大阪,木藤,94050
1748,2020/4/5,大阪,武藤,119600
1749,2020/4/9,大阪,佐藤,56000
1750,2020/4/12,大阪,兵藤,188500
1751,2020/4/16,大阪,兵藤,68600
1752,2020/4/9,神戸,権藤,119795
1753,2020/4/13,大阪,木藤,90375
1754,2020/4/13,大阪,木藤,276900
1755,2020/4/15,大阪,佐藤,181110
1756,2020/4/7,大阪,加藤,32600
1757,2020/4/19,大阪,加藤,29538
1758,2020/4/9,大阪,木藤,58600
1759,2020/4/14,大阪,加藤,32969
1760,2020/4/12,大阪,兵藤,263390
1761,2020/4/9,大阪,木藤,61650
1762,2020/4/20,大阪,木藤,64500
1763,2020/4/12,大阪,加藤,93350
1764,2020/4/16,大阪,武藤,282530
1765,2020/4/9,大阪,木藤,36100
1766,2020/4/14,大阪,木藤,24318
1767,2020/4/19,大阪,木藤,62235
1768,2020/4/12,神戸,後藤,49150
1769,2020/4/19,神戸,後藤,675000
1770,2020/4/15,大阪,佐藤,157500
1771,2020/4/15,大阪,木藤,63240
1772,2020/4/20,大阪,加藤,630624
1773,2020/4/23,大阪,武藤,150000
1774,2020/4/19,大阪,佐藤,196681
1775,2020/4/23,神戸,権藤,27000
1776,2020/4/27,大阪,佐藤,103000
1777,2020/4/19,大阪,武藤,87772
1778,2020/4/21,大阪,木藤,216000
1779,2020/4/26,大阪,佐藤,128680
1780,2020/4/26,神戸,斎藤,1261505
1781,2020/4/23,神戸,権藤,239350
1782,2020/4/22,大阪,木藤,890250
1783,2020/4/22,神戸,斎藤,323280
1784,2020/4/26,大阪,兵藤,53940
1785,2020/4/23,大阪,木藤,175450
1786,2020/4/21,大阪,兵藤,169200
1787,2020/4/26,神戸,斎藤,6000
1788,2020/4/29,大阪,武藤,73260
1789,2020/4/27,大阪,加藤,177300
1790,2020/4/30,大阪,木藤,40575
1791,2020/4/28,神戸,江藤,21000
1792,2020/4/30,大阪,佐藤,59160
1793,2020/4/23,大阪,兵藤,148580
1794,2020/4/30,神戸,斎藤,81787
1795,2020/4/29,神戸,斎藤,52500
1796,2020/4/30,大阪,加藤,133200
1797,2020/4/28,大阪,木藤,305500
1798,2020/4/30,大阪,兵藤,374000
1799,2020/4/30,大阪,加藤,4500
